timestamp,price,volume,volatility,liquidity,rsi,momentum,macd,trend,sentiment,holders,market_cap,label
2025-01-01T00:24:00,102.0442,28193382.92,1.2499,5380967.7,50.47,-3.6754,-0.9059,-0.8624,-0.5114,149915,792945427.62,SELL
2025-01-01T00:25:00,103.0454,35206642.26,5.0876,9872458.31,62.32,-4.9218,1.9026,-0.4012,0.3268,492769,4391244190.04,HOLD
2025-01-01T00:26:00,102.3388,44496664.08,6.0681,1562924.62,32.54,-2.8937,-0.9427,0.375,0.7058,265479,2445216601.49,HOLD
2025-01-01T00:27:00,103.5548,42320575.29,1.1922,4241521.97,32.13,-4.9645,1.6267,0.2742,-0.4761,389118,2211968381.74,SELL
2025-01-01T00:28:00,104.1718,28089252.55,1.3391,9451058.88,65.28,-3.5095,-2.7838,-0.2616,0.1051,225832,641590368.81,HOLD
2025-01-01T00:29:00,103.5966,44959176.29,6.4709,8608418.79,81.91,-2.8992,-1.5028,-0.7944,0.5602,464041,4374190054.09,HOLD
2025-01-01T00:30:00,105.0181,37498932.8,7.4432,2375005.95,23.0,2.9989,-1.9377,-0.1754,-0.6413,485197,1664266412.39,SELL
2025-01-01T00:31:00,106.3106,40131533.43,6.9805,8109385.67,31.34,2.8737,-2.3514,0.7443,0.7172,117119,1001866285.98,HOLD
2025-01-01T00:32:00,107.5659,17547955.38,6.654,8714517.13,27.83,1.6003,-0.6092,-0.4428,-0.8612,405945,1399229338.65,SELL
2025-01-01T00:33:00,107.9904,20043951.38,7.8586,5366795.17,85.14,-3.8466,2.8224,-0.6429,0.9251,139680,196094700.78,HOLD
2025-01-01T00:34:00,108.2801,17349786.87,6.3982,4369574.9,88.74,-3.8435,2.397,-0.6198,-0.9112,229119,13447934.7,HOLD
2025-01-01T00:35:00,109.5568,26968754.65,5.8957,7422081.28,63.65,-1.3578,-2.5802,0.3285,-0.3396,165082,3318620443.95,HOLD
2025-01-01T00:36:00,108.4307,45012337.07,4.3034,6672260.11,36.09,1.9721,0.3265,-0.6163,0.3299,199281,3388203136.64,HOLD
2025-01-01T00:37:00,109.6391,30814194.31,2.7571,5483892.76,10.03,-2.1309,-0.4207,0.16,0.3094,244287,2211721154.11,SELL
2025-01-01T00:38:00,110.166,25607582.44,6.453,9598721.72,68.88,1.5885,-1.2973,0.3277,0.2385,49461,4093025205.36,HOLD
2025-01-01T00:39:00,110.9194,33672503.96,2.1848,1999308.03,11.95,-2.5516,-0.1492,0.6995,-0.8543,217786,4431253860.71,SELL
2025-01-01T00:40:00,111.1464,35945461.18,3.3798,4002532.1,21.81,1.8762,2.356,0.7209,0.7709,408616,2128605238.74,HOLD
2025-01-01T00:41:00,110.1741,47902505.51,4.3847,511681.67,29.94,3.4834,-0.2612,0.6028,0.3352,293537,2979284330.75,HOLD
2025-01-01T00:42:00,111.5242,44582153.7,5.0949,7195546.87,50.38,3.3057,0.2872,0.7944,0.4873,249366,2253098437.45,BUY
2025-01-01T00:43:00,112.2795,42009158.1,2.5798,7778971.6,48.77,-2.6075,-0.3608,0.4271,-0.531,176580,1601949294.25,HOLD
2025-01-01T00:44:00,112.4,7004865.67,2.2345,6942558.62,66.51,-4.3577,-0.5544,0.0852,-0.1685,108940,4165291390.86,HOLD
2025-01-01T00:45:00,112.0684,38512809.04,7.5955,205124.25,80.45,0.7569,-0.1381,0.8855,-0.4028,204965,4267972513.09,BUY
2025-01-01T00:46:00,113.4287,21009162.0,6.1064,5465861.77,58.26,-2.7946,-1.6835,-0.1283,-0.942,176728,3346023735.01,SELL
2025-01-01T00:47:00,114.3231,36236650.74,6.8038,9196220.79,88.46,0.3412,2.4416,0.1838,0.326,44512,3215534491.81,BUY
2025-01-01T00:48:00,113.2302,23138752.36,0.8771,3797247.6,26.93,-1.7315,1.5674,-0.2417,0.504,436667,2110716309.66,HOLD
2025-01-01T00:49:00,114.235,23568311.13,6.1177,530335.23,86.15,-2.7578,-2.5883,0.9146,-0.9195,16768,4748310604.92,HOLD
2025-01-01T00:50:00,113.333,1116962.86,1.6429,1270947.54,63.56,0.6397,-1.6922,0.3989,0.5338,88469,3031433999.34,BUY
2025-01-01T00:51:00,114.7242,35946025.71,6.3334,1646020.44,34.88,0.7868,2.5733,0.1516,0.8161,197268,1986288935.38,HOLD
2025-01-01T00:52:00,115.3693,3892224.24,5.6796,6276151.53,18.15,2.7248,2.1018,0.2008,-0.7579,297211,3914263555.07,SELL
2025-01-01T00:53:00,114.9109,21476062.86,3.2793,5064548.29,37.3,3.4958,1.934,-0.7889,0.9216,333729,4458417198.95,HOLD
2025-01-01T00:54:00,114.7901,7734258.34,1.821,5222250.0,62.04,1.1591,2.5177,0.5493,-0.0703,433422,3656475940.45,HOLD
2025-01-01T00:55:00,114.0953,42600486.68,6.7305,875762.35,80.53,-2.5614,-0.2117,0.2207,-0.242,15547,2474060985.56,HOLD
2025-01-01T00:56:00,113.5703,24428741.63,3.1612,2590940.56,32.37,0.9616,2.2806,0.1116,0.0333,100668,432636744.98,HOLD
2025-01-01T00:57:00,114.2306,24480034.56,6.1862,6909187.3,61.67,-0.0918,1.7576,-0.8139,-0.5568,363195,1220309293.56,SELL
2025-01-01T00:58:00,114.7224,18514120.49,4.651,3444136.37,89.73,0.5039,-0.8891,-0.0925,-0.3868,121368,607676144.34,HOLD
2025-01-01T00:59:00,113.8002,6065781.59,4.519,7624274.2,24.81,-2.8362,-0.0948,0.4492,0.9532,275560,2985969748.86,HOLD
2025-01-01T01:00:00,115.2417,41648155.33,2.7218,3615201.88,34.18,2.0802,-2.2405,-0.909,-0.8909,153663,3488599877.59,SELL
2025-01-01T01:01:00,114.1206,43436213.74,4.1816,8728470.15,55.93,-0.306,-0.3572,-0.6313,-0.8972,493888,4309306208.31,SELL
2025-01-01T01:02:00,112.9628,3360637.41,4.1881,5774441.35,64.92,-3.4827,1.8669,0.8983,-0.8296,130623,596665553.25,HOLD
2025-01-01T01:03:00,113.7562,30355250.8,6.4306,2264614.5,51.81,-0.4949,-0.3437,0.7203,0.9801,160607,2845304205.77,HOLD
2025-01-01T01:04:00,112.4369,48009427.99,1.2443,7629743.67,60.04,-2.3535,-2.5129,-0.5203,0.104,82568,18365234.4,HOLD
2025-01-01T01:05:00,112.2884,29731178.64,2.6844,2322447.58,66.56,2.0299,-0.2758,0.3748,0.8478,413548,3957282486.5,BUY
2025-01-01T01:06:00,112.5577,40214893.45,1.9836,1156615.26,27.98,-3.5101,-1.4062,-0.7155,-0.8807,416065,1541521004.01,SELL
2025-01-01T01:07:00,113.3046,28503431.76,2.6646,1252293.05,65.09,1.9973,2.6561,0.0009,-0.0124,42674,2992193126.9,HOLD
2025-01-01T01:08:00,114.4729,36753242.77,5.0279,268390.27,28.31,1.743,2.1631,0.1742,-0.9585,401454,3363046513.59,SELL
2025-01-01T01:09:00,113.7814,2107560.49,6.172,4710303.22,62.12,4.1607,-1.9111,0.1707,0.2696,258305,4845430904.15,HOLD
2025-01-01T01:10:00,113.6914,20476569.86,2.9079,1054952.85,22.87,-0.8835,-0.0272,0.3252,-0.1991,399220,2752732561.81,HOLD
2025-01-01T01:11:00,113.5559,15794406.14,2.9246,9702145.42,42.33,0.146,2.9287,0.3153,0.0852,217160,275749406.46,HOLD
2025-01-01T01:12:00,113.6112,31169430.24,4.2387,4425989.15,14.13,-2.3294,-2.2139,-0.4239,0.7617,254628,611523286.4,SELL
2025-01-01T01:13:00,115.0307,30482696.19,2.2947,1592197.86,54.07,0.5225,-2.4407,0.9845,0.8259,242431,4735568408.08,BUY
2025-01-01T01:14:00,115.4738,7783159.11,7.4949,2925696.99,66.43,-0.8451,-0.105,-0.0556,-0.0864,76334,1921012136.17,HOLD
2025-01-01T01:15:00,116.7394,25461220.49,7.0949,8641629.07,32.1,2.9001,-0.5103,0.8685,0.0155,430704,17813470.5,HOLD
2025-01-01T01:16:00,117.4176,41890048.54,4.8494,6602808.12,79.22,-0.5345,-0.094,-0.3351,0.5257,198266,2279446361.25,HOLD
2025-01-01T01:17:00,116.8829,9513753.45,5.7312,5722258.44,28.68,2.7554,-2.7381,0.4894,0.4105,425911,1909249579.0,HOLD
2025-01-01T01:18:00,118.3481,39640443.67,5.3901,1529532.15,87.19,-3.7375,2.7921,-0.336,-0.7993,443544,2204329517.8,HOLD
2025-01-01T01:19:00,118.426,22900710.92,5.9183,4105686.41,62.38,-3.4564,-0.1831,0.9384,-0.3229,363676,1990429202.81,HOLD
2025-01-01T01:20:00,117.1669,16495422.89,5.5577,5340886.9,86.33,1.268,2.3246,-0.0241,0.082,324226,346761632.17,HOLD
2025-01-01T01:21:00,117.5604,46054362.03,7.9807,7470196.0,44.72,-4.0156,0.8025,0.7452,-0.1126,364356,1500833070.82,HOLD
2025-01-01T01:22:00,116.1473,16286295.87,0.9209,3591048.79,44.45,-2.558,-0.5277,0.3636,-0.6399,92286,399446911.55,HOLD
2025-01-01T01:23:00,117.2598,31023547.39,2.3062,9129161.87,21.45,-0.3885,-1.4761,-0.4893,-0.9812,422359,2328940011.35,SELL
2025-01-01T01:24:00,116.6227,27375247.07,1.054,9452903.99,89.01,-2.0085,2.7722,0.3806,-0.0863,158898,1000088910.55,BUY
2025-01-01T01:25:00,116.2768,24212082.25,2.279,5723507.7,55.98,4.9269,-1.2286,0.9559,0.3165,144406,45449338.98,BUY
2025-01-01T01:26:00,117.372,38937749.63,7.802,9107063.37,69.61,3.3284,2.4176,0.5515,-0.5398,420943,1764843174.4,HOLD
2025-01-01T01:27:00,117.7818,31082469.04,5.5832,7212074.48,62.73,3.3834,0.7695,0.8068,0.2927,162469,3944109367.63,BUY
2025-01-01T01:28:00,116.3819,18306575.53,1.4856,9097181.85,36.14,-0.845,-1.7952,0.573,0.7529,192314,2656607606.65,HOLD
2025-01-01T01:29:00,117.6224,41540583.72,2.4273,8248651.23,48.55,3.0649,1.4794,-0.3226,-0.7697,39978,708081289.95,HOLD
2025-01-01T01:30:00,119.0219,43021015.79,5.9316,9799623.01,87.38,3.0459,-0.8053,0.5814,-0.9722,281818,622325740.13,BUY
2025-01-01T01:31:00,118.6276,37475679.02,2.4662,3816444.74,61.08,-1.2853,1.049,-0.057,0.2391,494992,2809229874.34,HOLD
2025-01-01T01:32:00,119.8734,11146223.28,0.9741,8240314.96,82.75,-1.9781,-0.5502,-0.7204,0.8925,160074,4979657236.9,HOLD
2025-01-01T01:33:00,118.7217,11816521.62,4.5316,3892571.85,39.68,4.4938,1.1789,0.0804,0.1747,381447,776841897.54,HOLD
2025-01-01T01:34:00,118.4664,5041179.57,4.1701,4087077.7,86.12,-4.6728,-0.7768,-0.1132,0.9011,449002,1816616763.59,HOLD
2025-01-01T01:35:00,119.9092,18430014.43,7.2627,6451819.83,14.84,-2.2412,2.8092,0.898,0.6484,48563,3315529846.62,HOLD
2025-01-01T01:36:00,120.3343,29897583.38,0.6602,7870077.96,29.49,-3.7408,0.3875,-0.8628,0.5303,109110,2933983502.49,SELL
2025-01-01T01:37:00,121.2735,11726634.08,6.3078,7888551.11,57.68,-2.2273,2.9042,0.9751,0.0804,419151,876613118.9,HOLD
2025-01-01T01:38:00,121.7566,1386429.47,0.6115,7901946.8,29.03,-1.7623,-1.9545,-0.8952,0.4834,276320,572678287.4,SELL
2025-01-01T01:39:00,120.4473,22468933.19,3.2153,5940723.52,46.16,-2.7845,0.6906,0.4545,0.8175,345954,2609648817.49,HOLD
2025-01-01T01:40:00,120.3214,48204906.54,0.9562,4795029.29,42.13,1.861,-0.0584,0.8194,-0.853,42857,1613948539.63,HOLD
2025-01-01T01:41:00,119.2664,6396960.26,5.1824,5857793.24,66.97,-1.191,0.5844,-0.4102,0.0111,226048,500396416.09,HOLD
2025-01-01T01:42:00,119.8718,42654357.59,5.3819,7691937.67,67.67,-2.8498,-0.2907,-0.543,-0.3221,238264,1996657270.36,HOLD
2025-01-01T01:43:00,120.5606,15696162.66,2.8439,2556349.07,86.29,1.8682,-0.1544,-0.8176,-0.8293,226927,487339340.67,HOLD
2025-01-01T01:44:00,121.277,40607287.34,4.6728,5868786.18,54.93,-1.7035,-2.2666,-0.2928,0.3307,393865,2117569594.54,HOLD
2025-01-01T01:45:00,122.5245,2667159.39,2.6572,3131364.5,18.29,0.0741,-2.0716,-0.0356,0.6945,184060,4227640225.91,HOLD
2025-01-01T01:46:00,122.1272,38154021.03,4.8058,8074141.5,77.61,4.7455,1.9106,0.2271,0.2854,14264,3046929603.19,BUY
2025-01-01T01:47:00,122.6007,34704212.27,0.7171,2739971.18,70.99,4.2154,-0.8939,-0.6372,-0.7135,345137,2006917798.28,HOLD
2025-01-01T01:48:00,121.5263,31695283.43,0.7299,7463656.5,27.21,-0.8017,-0.9546,-0.2599,0.4432,407785,4707330082.73,HOLD
2025-01-01T01:49:00,121.815,44178775.01,1.6668,7546814.43,13.98,-4.1842,-0.3413,-0.152,0.2142,217651,1369468387.6,SELL
2025-01-01T01:50:00,122.5798,5779493.65,3.7244,2839632.24,64.28,-0.1337,1.0028,-0.9092,-0.2095,314718,278635882.8,HOLD
2025-01-01T01:51:00,121.6931,47271671.95,6.2551,7643967.35,33.16,-3.8002,-0.0157,-0.1387,-0.7416,279726,3519837960.6,SELL
2025-01-01T01:52:00,121.6939,41684374.7,6.5465,730034.21,78.94,-4.577,-2.8876,0.8423,0.7242,302363,2149275010.07,BUY
2025-01-01T01:53:00,121.4072,32043069.29,2.6714,4056272.75,87.3,-3.2813,2.6857,-0.0798,0.3792,190215,445208757.08,HOLD
2025-01-01T01:54:00,122.4406,12241492.09,4.9165,5244385.8,41.66,-1.8973,-0.9629,-0.3339,-0.6637,268140,3167957211.51,SELL
2025-01-01T01:55:00,122.5324,9775794.94,6.3217,3517486.35,86.66,1.4544,-2.1139,-0.7944,-0.4881,91463,3013982931.44,HOLD
2025-01-01T01:56:00,123.3131,32809899.62,1.8286,7730752.41,49.53,2.5445,1.5593,-0.1022,0.8483,296456,3216744194.2,HOLD
2025-01-01T01:57:00,124.7727,16228091.26,7.7823,3168227.56,45.18,-0.3108,0.7883,0.5927,0.1828,185019,2539147742.02,HOLD
2025-01-01T01:58:00,124.2039,22650501.8,0.9267,8318649.35,16.14,3.6425,2.1318,0.23,0.0141,243094,2903745390.02,HOLD
2025-01-01T01:59:00,125.5666,36972160.17,0.8077,9091409.07,55.73,-3.1176,0.63,0.0027,0.9154,236703,521991876.97,HOLD
2025-01-01T02:00:00,126.764,17237545.01,5.8574,5050444.52,23.8,-2.5226,-0.3735,-0.1212,0.0455,83728,1822670308.63,SELL
2025-01-01T02:01:00,128.0178,19432086.32,6.3085,6792188.23,14.19,1.3089,-0.9921,-0.3406,0.1159,203170,1424314134.52,SELL
2025-01-01T02:02:00,128.689,32862547.91,7.2976,8734063.82,36.67,0.8274,-2.1514,-0.3004,0.9354,366704,3312365108.86,HOLD
2025-01-01T02:03:00,127.5758,35470817.32,1.1354,5593631.48,61.48,-1.7152,-2.2332,0.4057,0.8942,359854,4562677687.36,BUY
2025-01-01T02:04:00,126.3562,33555756.4,4.3137,192123.07,34.71,4.5117,-0.9496,0.5323,-0.616,72623,778951138.86,HOLD
2025-01-01T02:05:00,125.7436,39427196.67,4.3077,5402309.88,69.09,0.2653,0.9716,0.7528,0.2361,313629,1886715754.76,BUY
2025-01-01T02:06:00,124.7303,41584118.33,6.2832,8092346.76,23.24,-0.6233,-0.5348,0.3527,-0.5249,233388,3054924133.52,SELL
2025-01-01T02:07:00,125.4875,39211637.94,2.255,2399293.29,87.25,2.8437,2.4238,-0.612,0.3566,299564,4922276768.69,HOLD
2025-01-01T02:08:00,125.3725,14160409.46,3.364,5279323.29,87.3,3.1689,1.8076,-0.7232,-0.5,336662,2405550324.03,HOLD
2025-01-01T02:09:00,124.9862,46721248.34,5.8355,5163934.78,19.97,-4.1612,-2.0381,-0.1014,0.0267,436207,2190175438.17,SELL
2025-01-01T02:10:00,126.3254,11179696.54,3.8835,3502354.93,12.13,-4.4674,0.012,-0.5284,0.9891,197062,1126571099.24,SELL
2025-01-01T02:11:00,125.7815,5044247.91,5.8603,3359550.66,21.68,-4.617,2.5044,-0.0551,0.6622,398351,3529153195.57,SELL
2025-01-01T02:12:00,125.6273,362034.8,1.0942,2566680.05,76.8,0.488,1.3634,0.0555,-0.7776,151548,1192012932.07,HOLD
2025-01-01T02:13:00,124.4928,11998131.22,5.2921,6231877.58,15.02,3.3669,-0.001,0.0721,0.2639,301990,1213480981.43,HOLD
2025-01-01T02:14:00,123.4235,21519020.77,5.1111,2413236.75,43.33,1.6437,-2.4863,0.9493,-0.8646,276306,2722689389.84,HOLD
2025-01-01T02:15:00,124.2828,25430367.18,0.6525,8734581.07,13.48,-1.1312,-0.7602,0.4946,-0.2858,35920,1727288453.35,HOLD
2025-01-01T02:16:00,124.9816,31450022.43,6.2863,7354517.98,36.6,-4.5566,0.2761,0.627,-0.6498,408995,3424989419.21,HOLD
2025-01-01T02:17:00,126.424,23978705.46,1.8671,1357177.29,67.28,4.4361,-2.7781,-0.5968,0.5822,464909,214320179.94,HOLD
2025-01-01T02:18:00,127.7242,25817641.1,7.9184,5434876.67,30.27,2.5329,-1.8534,-0.2861,0.5617,454427,3280378180.95,HOLD
2025-01-01T02:19:00,127.0438,39987186.33,3.7771,4006217.53,45.18,4.5648,-0.9658,-0.6264,0.3841,193095,4621930780.8,HOLD
2025-01-01T02:20:00,127.1016,40077289.56,5.9531,798480.79,58.2,3.2234,0.2728,-0.3576,-0.8399,347012,1481721546.96,HOLD
2025-01-01T02:21:00,126.9394,35911379.27,1.7498,4444644.73,45.77,2.2681,2.4696,0.2297,-0.1301,335766,4900236259.58,HOLD
2025-01-01T02:22:00,128.2831,3844554.13,5.2813,3639478.2,74.09,1.7941,2.7167,-0.7144,0.2151,410132,2193673260.58,HOLD
2025-01-01T02:23:00,127.1618,11876169.48,5.3387,3627884.32,85.96,-4.6761,-2.0794,-0.1002,-0.2581,233252,3816606936.63,HOLD
2025-01-01T02:24:00,127.3836,26520048.09,3.4853,6499111.76,29.97,-3.8655,1.414,-0.0019,-0.226,294978,593216172.48,SELL
2025-01-01T02:25:00,128.2084,35231486.78,2.1093,6122653.06,65.52,4.9863,-1.7989,-0.7285,-0.8519,91021,4493901758.78,HOLD
2025-01-01T02:26:00,128.0438,4480757.98,5.6145,8456756.98,35.57,-1.5257,-2.6104,0.0843,0.7827,446858,791738720.35,HOLD
2025-01-01T02:27:00,128.6725,35040940.87,1.8057,3621306.91,27.94,4.8513,1.7524,-0.5265,-0.012,189713,2772337079.11,HOLD
2025-01-01T02:28:00,128.2792,40202720.14,4.6374,6123364.14,16.9,-1.9071,2.9976,0.4377,0.0514,403763,2050120469.69,HOLD
2025-01-01T02:29:00,128.5039,6353806.43,2.8777,750908.55,47.27,0.1736,-2.23,0.6581,0.1026,308669,913905867.08,HOLD
2025-01-01T02:30:00,129.9027,21687652.5,7.3303,563574.37,19.93,-3.4698,-2.0121,-0.3547,0.4187,181915,4737678268.36,SELL
2025-01-01T02:31:00,129.9594,14274010.68,1.0914,1971056.18,86.51,-2.2555,0.7501,0.2289,-0.8131,336562,847336329.23,HOLD
2025-01-01T02:32:00,131.2842,7794293.92,5.4405,7209121.36,58.41,3.4253,0.3817,0.6505,-0.9433,24335,4742991535.58,HOLD
2025-01-01T02:33:00,132.0973,13306329.8,2.0811,5725650.65,59.45,-4.6971,2.334,0.0912,0.2838,158884,2417309366.79,HOLD
2025-01-01T02:34:00,133.0113,34281042.98,2.7308,739000.52,14.79,-0.6039,-0.0945,-0.592,0.2133,164383,4308117958.78,SELL
2025-01-01T02:35:00,132.4693,49402366.14,3.0903,3993178.91,70.85,0.1498,-2.3629,-0.5165,-0.755,236217,1243354818.22,HOLD
2025-01-01T02:36:00,131.2597,14581579.05,3.3811,6157620.67,29.86,3.6531,-2.0418,-0.3451,0.1554,164452,953221335.61,HOLD
2025-01-01T02:37:00,130.2378,49798873.61,4.0011,8791965.88,49.79,-4.0995,-0.6405,-0.0855,-0.5185,306340,1767710968.84,SELL
2025-01-01T02:38:00,128.8894,24795220.76,7.1175,6546057.77,47.65,0.3669,2.083,-0.1381,0.7649,381923,1832059310.68,HOLD
2025-01-01T02:39:00,128.5991,2357595.49,0.8837,5622550.48,39.0,-2.114,-0.6819,-0.0993,0.0997,433200,4945508049.6,HOLD
2025-01-01T02:40:00,129.1403,6028669.88,7.8131,3945098.09,73.59,-1.6091,2.6337,0.5099,-0.6019,267426,2009928485.96,HOLD
2025-01-01T02:41:00,127.7611,2041806.92,5.8519,8041618.89,51.55,-3.5106,2.3588,-0.7204,0.8627,167501,816697719.16,HOLD
2025-01-01T02:42:00,129.233,36992036.09,2.7443,3370370.79,76.26,0.3234,1.2524,-0.4004,0.6315,193625,1659541769.93,HOLD
2025-01-01T02:43:00,128.0618,20885359.44,2.8076,8988683.37,79.77,1.2926,0.5815,-0.4689,0.3112,407432,2894479289.47,HOLD
2025-01-01T02:44:00,127.2444,2662622.74,4.1034,5247081.0,67.69,2.7461,-0.7189,0.6433,-0.5156,300691,4741284828.07,HOLD
2025-01-01T02:45:00,126.0741,1044974.64,2.8527,1522798.27,65.24,-0.8962,1.6498,0.841,0.7456,386290,3638373484.21,BUY
2025-01-01T02:46:00,126.6914,25982292.26,4.7067,9981247.46,48.27,-1.2318,2.7401,-0.0807,0.0663,286904,1774663508.28,HOLD
2025-01-01T02:47:00,127.5074,36074135.61,5.3248,6936199.97,58.81,-3.0774,-1.5209,0.1162,-0.5503,156535,3857015474.09,HOLD
2025-01-01T02:48:00,128.1221,34542971.59,4.1675,4803236.2,54.84,4.3449,1.33,-0.4244,0.147,285288,1901572455.95,HOLD
2025-01-01T02:49:00,129.5626,40937035.26,7.6596,8048112.18,33.24,-2.1237,1.2848,-0.3073,-0.1152,134950,3737955806.09,SELL
2025-01-01T02:50:00,128.7045,41414790.01,2.5335,5624560.02,31.73,-3.9077,1.4453,-0.5214,-0.8985,475077,2657552241.22,SELL
2025-01-01T02:51:00,129.1184,2719306.23,3.5998,7176406.98,18.04,2.7077,-2.9689,0.1007,0.8582,213836,3266199524.52,HOLD
2025-01-01T02:52:00,130.2603,23837412.25,5.379,7561551.48,32.98,-2.1458,-2.645,0.5374,0.3046,122250,2678085623.08,HOLD
2025-01-01T02:53:00,130.9297,46839802.05,7.3492,1758897.11,80.58,-3.2421,2.5178,0.9943,-0.206,260223,935626601.45,HOLD
2025-01-01T02:54:00,131.6767,43627305.19,2.671,384287.1,33.87,1.0278,2.5707,-0.3299,-0.0913,336732,2718785915.37,HOLD
2025-01-01T02:55:00,131.6584,46934169.04,6.8829,4685527.48,25.42,-3.8735,-2.025,-0.0822,-0.4855,98121,75350557.11,SELL
2025-01-01T02:56:00,131.1697,14821710.46,5.558,1939681.26,58.88,1.3873,-0.5671,-0.1446,-0.3441,210652,3347932987.78,HOLD
2025-01-01T02:57:00,130.2241,7116532.59,2.927,2487990.37,30.86,-2.6448,1.5225,0.9081,-0.3961,379498,2866522351.03,HOLD
2025-01-01T02:58:00,129.5087,18041649.32,2.2723,6681183.29,47.23,-3.4028,1.1164,0.8462,0.7756,404118,1558334852.18,HOLD
2025-01-01T02:59:00,128.361,45814906.25,2.7128,6150108.23,27.53,-3.6643,-2.0809,0.4955,0.2115,218522,3511193930.64,HOLD
2025-01-01T03:00:00,129.5994,37891791.11,6.515,8257779.06,70.95,1.8034,0.5749,0.5747,0.051,277414,3520311795.15,BUY
2025-01-01T03:01:00,128.3337,28252019.24,0.9632,5481015.99,50.44,0.727,-2.1009,-0.3438,0.0407,61443,3403074713.51,HOLD
2025-01-01T03:02:00,128.9844,24492515.54,7.2417,4460372.09,14.45,-3.6806,-0.5075,0.1278,0.1176,353224,4035542186.01,SELL
2025-01-01T03:03:00,129.6543,19857840.63,6.6234,7460586.78,56.26,-4.5471,-0.9328,-0.8725,0.9882,490490,4471621134.47,HOLD
2025-01-01T03:04:00,131.1127,23656352.92,2.6532,1808013.45,20.83,1.4153,1.3757,0.9276,-0.2511,467815,1915485696.16,HOLD
